ID,ANO_NACIMIENTO,RAZA,PADRE,MADRE,INTERPARTO
121438SD,2012,F1H,H9711,070057MA,41746
121456SD,2012,F1H,H9711,074382CA,380
121478SD,2012,F1H,H9900,057166MA,320
121506SD,2012,F1H,H10079,072027CA,386
121518SD,2012,F1H,H9900,072057CA,331
121584SD,2012,F1H,H8161,065015CO,371
121625SD,2012,F1H,H7494,070022MA,521
121633SD,2012,F1H,H8161,056139CO,367
123029SD,2012,F1H,H9900,060239HN,395
123155SD,2012,F1H,H9900,070039HN,364
123185SD,2012,F1H,H9711,060189HN,339
123200SD,2012,F1H,H10079,050353HN,507
123258SD,2012,F1H,H9711,010084HN,308
123280SD,2012,F1H,H8347,040667BA,329
123339SD,2012,F1H,H7494,030672HN,910
123342SD,2012,F1H,H10079,030283HN,391
123399SD,2012,F1H,H9711,050030HN,342
130000ME,2013,F1H,HOL,,541
130001CA,2013,F1H,HOL,,580
130001JO,2013,F1H,HOL,,528
130002CA,2013,F1H,HOL,,42349
130002ME,2013,F1H,HOL,,420
130003JO,2013,F1H,HOL,,553
130004,2013,1/4HOL,BR,080175,0
130004HO,2013,F1H,HO7123,100741,0
130004PL,2013,F1H,HO11572,,329
130005CA,2013,F1H,HOL,,296
130005JO,2013,F1H,HOL,,315
130006CA,2013,F1H,HOL,,307
130006HO,2013,F1H,HO9578,101137,42334
130007JO,2013,F1H,HOL,,405
130008HO,2013,F1H,HO7123,100609,595
130009HO,2013,F1H,HO7123,100499,405
130009JO,2013,F1H,HOL,,553
130010CA,2013,F1H,HOL,,294
130011,2013,1/4HOL,BR,080034,0
130011CA,2013,F1H,HOL,,395
130011PL,2013,F1H,HO11572,,310
130012,2013,1/4HOL,BR,100017HO,0
130012HO,2013,F1H,HO9578,100562,330
130012PL,2013,F1H,HO11572,,381
130013,2013,1/4HOL,BR,080094,0
130013CA,2013,F1H,HOL,,297
130013HO,2013,F1H,HO9578,100693,436
130014HO,2013,F1H,HO7123,100511,399
130015,2013,1/4HOL,BR,090148HO,0
130015HO,2013,F1H,HOL,080376,42087
130016,2013,1/4HOL,BR,090010HO,0
130016JO,2013,F1H,HOL,,346
130016PL,2013,F1H,HO11572,050206PL,316
130017HO,2013,F1H,HO7123,101145,42309
130017JO,2013,F1H,HOL,,317
130017PL,2013,F1H,HO11572,060872PL,345
130018,2013,1/4HOL,BR,080131,0
130018HO,2013,F1H,HO9578,101017,426
130018ME,2013,F1H,HOL,,344
130019HO,2013,F1H,HOL,070559,459
130020,2013,1/4HOL,BR,090652HO,0
130020JO,2013,F1H,HOL,,333
130021JO,2013,F1H,HOL,,328
130022HO,2013,F1H,HO9578,101195,463
130022JO,2013,F1H,HOL,,480
130023,2013,1/4HOL,BR,100083HO,0
130023HO,2013,F1H,HO9578,100750,716
130023JO,2013,F1H,HOL,,323
130024HO,2013,F1H,HO7123,101426,347
130024JO,2013,F1H,HOL,,337
130024ME,2013,F1H,HOL,,367
130025JO,2013,F1H,HOL,,314
130026,2013,1/4HOL,BR,100063HO,0
130026PL,2013,F1H,HO11572,050004PL,356
130027,2013,1/4HOL,BR,090297HO,0
130027JO,2013,F1H,HOL,,308
130028HO,2013,F1H,HO7123,100818,0
130028JO,2013,F1H,HOL,,339
130028PL,2013,F1H,HO11572,010260PL,322
130029PL,2013,F1H,HO11572,000200PL,523
130030HO,2013,F1H,HO7123,100638,611
130031JO,2013,F1H,HOL,,320
130032,2013,1/4HOL,BR,090108HO,0
130032PL,2013,F1H,HO11572,060326PL,648
130033HO,2013,F1H,HOL,,0
130033JO,2013,F1H,HOL,,358
130034,2013,1/4HOL,BR,080013,0
130035PL,2013,F1H,HO11572,100088PL,639
130036HO,2013,F1H,HO9578,101165,350
130036ME,2013,F1H,HOL,,304
130037HO,2013,F1H,HO7123,100730,345
130037PL,2013,F1H,HO11572,100031PL,531
130038,2013,1/4HOL,BR,100080HO,0
130038ME,2013,F1H,HOL,,406
130039,2013,1/4HOL,BR,090198HO,0
130039HO,2013,F1H,HO7123,101391,345
130039ME,2013,F1H,HOL,,353
130040,2013,1/4HOL,BR,090041HO,0
130040HO,2013,F1H,HO9578,101155,322
130040JO,2013,F1H,HOL,,525
130041,2013,1/4HOL,BR,100043HO,0
130042,2013,1/4HOL,BR,080252SD,0
130042HO,2013,F1H,HO9578,101149,378
130042JO,2013,F1H,HOL,,370
130042ME,2013,F1H,HOL,,309
130043HO,2013,F1H,HO7123,101288,449
130043JO,2013,F1H,HOL,,346
130044,2013,1/4HOL,BR,100051HO,0
130045,2013,1/4HOL,BR,080085,0
130046,2013,1/4HOL,BR,090044HO,0
130046HO,2013,F1H,HO9578,101101,350
130046JO,2013,F1H,HOL,,408
130047HO,2013,F1H,HO9578,100993,362
130050HO,2013,F1H,HOL,070446,42325
130050JO,2013,F1H,HOL,,412
130051,2013,1/4HOL,BR,090137HO,0
130051HO,2013,F1H,HO9578,101081,392
130052,2013,1/4HOL,BR,080048,0
130052HO,2013,F1H,HO7123,100646,321
130052JO,2013,F1H,HOL,,42682
130052PL,2013,F1H,HO11572,010039PL,339
130053HO,2013,F1H,HO9578,101164,304
130053JO,2013,F1H,HOL,,42772
130054HO,2013,F1H,HO9578,101153,422
130054PL,2013,F1H,HO11572,070104GE,413
130055HO,2013,F1H,HO9578,101380,494
130056,2013,1/4HOL,BR,100074HO,0
130057,2013,1/4HOL,BR,090384HO,0
130057HO,2013,F1H,HO9578,101272,369
130060,2013,1/4HOL,BR,100042HO,0
130060PL,2013,F1H,HO11572,000024PL,311
130061HO,2013,F1H,HO9578,101334,42321
130062JO,2013,F1H,HOL,,316
130063JO,2013,F1H,HOL,,308
130063PL,2013,F1H,HO11572,070170GP,42482
130064,2013,1/4HOL,BR,100056HO,0
130065JO,2013,F1H,HOL,,316
130066,2013,1/4HOL,BR,100135HO,0
130067HO,2013,F1H,HO9578,100597,381
130067JO,2013,F1H,HOL,,42670
130068,2013,1/4HOL,BR,100072HO,0
130068JO,2013,F1H,HOL,,348
130069JO,2013,F1H,HOL,,406
130070,2013,1/4HOL,BR,090006HO,0
130071,2013,1/4HOL,BR,090303HO,0
130071JO,2013,F1H,HOL,,318
130072JO,2013,F1H,HOL,,494
130073,2013,1/4HOL,BR,100096HO,0
130073JO,2013,F1H,HOL,,304
130073PL,2013,F1H,HO11572,050066PL,576
130074,2013,1/4HOL,BR,100098HO,0
130075,2013,1/4HOL,BR,080069,0
130076JO,2013,F1H,HOL,,400
130077,2013,1/4HOL,BR,080211,0
130077HO,2013,F1H,HO7123,101007,445
130079HO,2013,F1H,HO7123,100981,478
130080,2013,1/4HOL,BR,090145HO,0
130080JO,2013,F1H,HOL,,468
130081HO,2013,F1H,HO7123,101268,871
130081JO,2013,F1H,HOL,,318
130082,2013,1/4HOL,BR,090175HO,0
130082HO,2013,F1H,HO9578,100722,331
130083JO,2013,F1H,HOL,,457
130083PL,2013,F1H,HO11572,070027GE,379
130085JO,2013,F1H,HOL,,308
130086,2013,1/4HOL,BR,090034HO,0
130086ME,2013,F1H,HOL,,339
130087,2013,1/4HOL,BR,100060HO,0
130087JO,2013,F1H,HOL,,350
130087PL,2013,F1H,HO11572,070274GP,479
130088HO,2013,F1H,HO7123,101055,316
130089JO,2013,F1H,HOL,,307
130090HO,2013,F1H,HO9578,101113,318
130090JO,2013,F1H,HOL,,350
130090PL,2013,F1H,HO11572,070041PL,0
130091JO,2013,F1H,HOL,,338
130092JO,2013,F1H,HOL,,334
130093JO,2013,F1H,HOL,,323
130095HO,2013,F1H,HO7123,100967,425
130095JO,2013,F1H,HOL,,329
130096JO,2013,F1H,HOL,,320
130097,2013,1/4HOL,BR,090107HO,0
130097ME,2013,F1H,HOL,,322
130098,2013,1/4HOL,BR,100328HO,0
130099,2013,1/4HOL,BR,090339HO,0
130099JO,2013,F1H,HOL,,323
130099ME,2013,F1H,HOL,,559
130100PL,2013,F1H,HO11572,100041PL,404
130101,2013,1/4HOL,BR,090009HO,0
130101JO,2013,F1H,HOL,,356
130101PL,2013,F1H,HO11572,100022PL,350
130102,2013,1/4HOL,BR,090428HO,0
130102ME,2013,F1H,HOL,,311
130102PL,2013,F1H,HO11572,050164PL,299
130103,2013,1/4HOL,BR,100066HO,0
130103JO,2013,F1H,HOL,,42766
130103ME,2013,F1H,HOL,,299
130104ME,2013,F1H,HOL,,42783
130105ME,2013,F1H,HOL,,42590
130106,2013,1/4HOL,BR,090217HO,0
130106EC,2013,F1H,HO9578,101279,42321
130106ME,2013,F1H,HOL,,42542
130106PL,2013,F1H,HO11572,070306HT,608
130107ME,2013,F1H,HOL,,320
130107PL,2013,F1H,HO11572,100068PL,313
130108ME,2013,F1H,HOL,,347
130109,2013,1/4HOL,BR,110343HO,0
130110,2013,1/4HOL,BR,090033HO,0
130110PL,2013,F1H,HO11572,100032PL,371
130111,2013,1/4HOL,BR,090060HO,0
130111HO,2013,F1H,HO9578,101166,326
130111PL,2013,F1H,HO11572,100083PL,345
130113,2013,1/4HOL,BR,110069HO,0
130115,2013,1/4HOL,BR,110038HO,0
130116,2013,1/4HOL,BR,110053HO,0
130116ME,2013,F1H,HOL,,297
130118PL,2013,F1H,HO11572,070300HT,493
130119,2013,1/4HOL,BR,100544HO,0
130119PL,2013,F1H,HO11572,000005PL,351
130120,2013,1/4HOL,BR,110020HO,0
130121PL,2013,F1H,HO11572,100039PL,307
130122,2013,1/4HOL,BR,090716HO,0
130123,2013,1/4HOL,BR,100337CP,0
130123ME,2013,F1H,HOL,,368
130124,2013,1/4HOL,BR,110017HO,0
130124PL,2013,F1H,HO11572,020051PL,334
130125,2013,1/4HOL,BR,110019HO,0
130127PL,2013,F1H,HO11572,070114HT,362
130129,2013,1/4HOL,BR,090247HO,0
130130HO,2013,F1H,HO9578,101217,370
130130ME,2013,F1H,HOL,,42817
130130PL,2013,F1H,HO11572,100012PL,321
130131,2013,1/4HOL,BR,080198,0
130131PL,2013,F1H,HO11572,020025PL,391
130132,2013,1/4HOL,,090374HO,0
130134,2013,1/4HOL,BR,090014HO,0
130135,2013,1/4HOL,BR,090155HO,0
130135ME,2013,F1H,HOL,,502
130136HO,2013,F1H,HO7123,100639,306
130136ME,2013,F1H,HOL,,316
130137,2013,1/4HOL,BR,110046HO,0
130139,2013,1/4HOL,BR,090566HO,0
130140PL,2013,F1H,HO11572,070374HT,355
130141PL,2013,F1H,HO11572,070222PL,42412
130142,2013,1/4HOL,BR,100110HO,0
130143,2013,1/4HOL,BR,090193HO,0
130143PL,2013,F1H,HO11572,100060PL,534
130145PL,2013,F1H,HO11572,100063PL,310
130146PL,2013,F1H,HO11572,070074GE,366
130147HO,2013,F1H,HO7123,100963,368
130148ME,2013,F1H,HOL,,349
130149ME,2013,F1H,HOL,,325
130149PL,2013,F1H,HO11572,070239HT,299
130150,2013,1/4HOL,BR,110280HO,0
130151,2013,1/4HOL,BR,110023HO,0
130151ME,2013,F1H,HOL,,313
130152PL,2013,F1H,HO11572,100037PL,291
130153PL,2013,F1H,HO11572,020009PL,434
130154,2013,1/4HOL,BR,090275HO,0
130156,2013,1/4HOL,BR,110221HO,0
130157PL,2013,F1H,HO11572,071112PL,320
130158,2013,1/4HOL,BR,110098HO,0
130158PL,2013,F1H,HO11572,000084PL,310
130159,2013,1/4HOL,BR,080125,0
130160,2013,1/4HOL,,100108HO,0
130160PL,2013,F1H,HO11572,070080HT,317
130161,2013,1/4HOL,BR,090743JE,0
130162,2013,1/4HOL,BR,110329HO,0
130163,2013,1/4HOL,BR,090388HO,0
130164,2013,1/4HOL,BR,110154HO,0
130165,2013,1/4HOL,BR,100388HO,0
130165PL,2013,F1H,HO11572,070310HT,300
130166,2013,1/4HOL,BR,080021,0
130166ME,2013,F1H,HOL,,0
130168,2013,1/4HOL,BR,110078HO,0
130170ME,2013,F1H,HOL,,328
130170PL,2013,F1H,HO11572,000191PL,317
130171,2013,1/4HOL,,080250SD,0
130171PL,2013,F1H,HO11572,070025PL,475
130172ME,2013,F1H,HOL,,42579
130174ME,2013,F1H,HOL,,42777
130174PL,2013,F1H,HO11572,070038GP,0
130175,2013,1/4HOL,BR,090132HO,0
130175HO,2013,F1H,HO9578,100943,602
130176,2013,1/4HOL,BR,110049JE,0
130176HO,2013,F1H,HO9578,101084,339
130180PL,2013,F1H,HO11572,100019PL,329
130182,2013,1/4HOL,BR,100109HO,0
130182ME,2013,F1H,HOL,,429
130183,2013,1/4HOL,BR,110370HO,0
130183PL,2013,F1H,HO11572,100081PL,342
130186,2013,1/4HOL,BR,100031HO,0
130186PL,2013,F1H,HO11572,070039PL,325
130187,2013,1/4HOL,BR,100394HO,0
130188,2013,1/4HOL,BR,100419HO,0
130189,2013,1/4HOL,BR,100038HO,0
130189PL,2013,F1H,HO11572,060990PL,336
130190,2013,1/4HOL,BR,110178HO,0
130190ME,2013,F1H,HOL,,359
130191,2013,1/4HOL,BR,110252HO,0
130193,2013,1/4JER,BR,100116JE,0
130194,2013,1/4HOL,BR,110212HO,0
130194ME,2013,F1H,HOL,,299
130195PL,2013,F1H,HO11572,070304GP,319
130197,2013,1/4HOL,BR,100352CP,0
130198,2013,1/4HOL,BR,110264HO,0
130198HO,2013,F1H,HO9578,101283,378
130198PL,2013,F1H,HO11572,060034PL,331
130199,2013,1/4HOL,BR,090895HO,0
130201PL,2013,F1H,HO11572,,536
130202,2013,1/4HOL,BR,100255HO,0
130204,2013,1/4HOL,BR,110232HO,0
130205ME,2013,F1H,HOL,,314
130209,2013,1/4HOL,BR,110064HO,0
130211,2013,1/4HOL,BR,110128HO,0
130212,2013,1/4HOL,BR,100264CP,0
130212PL,2013,F1H,HO11572,100065PL,359
130213,2013,1/4HOL,BR,090796HO,0
130213ME,2013,F1H,HOL,,389
130216,2013,1/4HOL,BR,080009,0
130217,2013,1/4HOL,BR,090401HO,0
130218,2013,1/4HOL,BR,100320HO,0
130218ME,2013,F1H,HOL,,364
130219,2013,1/4HOL,BR,110165HO,0
130221PL,2013,F1H,HO11572,100229PL,320
130224PL,2013,F1H,HO11572,070684GB,309
130225ME,2013,F1H,HOL,,340
130227,2013,1/4HOL,BR,100256HO,0
130228,2013,1/4HOL,BR,110587HO,0
130229,2013,1/4HOL,BR,100440HO,0
130233,2013,1/4HOL,BR,090452HO,0
130234,2013,1/4HOL,BR,100234HO,0
130235,2013,1/4HOL,BR,110185HO,0
130235HO,2013,F1H,HO9578,100641,389
130235ME,2013,F1H,HOL,,334
130235PL,2013,F1H,HO11572,060302PL,324
130237,2013,1/4HOL,BR,090090HO,0
130238,2013,1/4HOL,BR,100207HO,0
130239,2013,1/4HOL,BR,110056HO,0
130239HO,2013,F1H,HO7123,101227,330
130240HO,2013,F1H,HO9578,100580,332
130240ME,2013,F1H,HOL,,0
130241,2013,1/4HOL,BR,110106HO,0
130243,2013,1/4HOL,BR,090179HO,0
130244,2013,1/4HOL,BR,110116HO,0
130246ME,2013,F1H,HOL,,335
130247,2013,1/4HOL,BR,110037HO,0
130249HO,2013,F1H,HO9578,101254,0
130250,2013,1/4HOL,BR,110084HO,0
130253,2013,1/4HOL,,100055HO,0
130254,2013,1/4HOL,BR,100094HO,0
130254HO,2013,F1H,HO9578,101078,312
130255ME,2013,F1H,HOL,,317
130256,2013,1/4JER,BR,110060JE,0
130259HO,2013,F1H,HO9578,100817,359
130260,2013,1/4HOL,BR,110236HO,0
130263HO,2013,F1H,HO9578,100727,351
130264HO,2013,F1H,HOL,101237AG,357
130265,2013,1/4HOL,BR,110484HO,0
130266PL,2013,F1H,HO11572,100008PL,370
130267,2013,1/4JER,BR,100119JE,0
130270,2013,1/4HOL,BR,110335HO,0
130271,2013,1/4HOL,BR,100301HO,0
130271ME,2013,F1H,HOL,,319
130272,2013,1/4HOL,BR,110282HO,0
130277,2013,1/4HOL,BR,110563HO,0
130280EC,2013,F1H,HO9578,101366,442
130281ME,2013,F1H,HOL,,324
130282ME,2013,F1H,HOL,,326
130283,2013,1/4HOL,BR,090814HO,0
130283HO,2013,F1H,HO9578,100808,334
130288,2013,1/4HOL,BR,100351CP,0
130288ME,2013,F1H,HOL,,42783
130289HO,2013,F1H,HO9578,101054,342
130292,2013,1/4HOL,BR,100309CP,0
130293,2013,1/4HOL,BR,100485HO,0
130293HO,2013,F1H,HO7123,101197,315
130294,2013,1/4HOL,BR,100002HO,0
130297,2013,1/4HOL,BR,100902HO,0
130297HO,2013,F1H,HO9578,100581,321
130297ME,2013,F1H,HOL,,375
130298,2013,1/4HOL,BR,090026HO,0
130299,2013,1/4HOL,BR,100142HO,0
130305ME,2013,F1H,HOL,,291
130312HO,2013,F1H,HO7123,080410,349
130314ME,2013,F1H,HOL,,337
130316ME,2013,F1H,HOL,,308
130319ME,2013,F1H,HOL,,42796
130328HO,2013,F1H,HO7123,080336,306
130331HO,2013,F1H,HO7123,070585,650
130333ME,2013,F1H,HOL,,0
130336ME,2013,F1H,HOL,,308
130338ME,2013,F1H,HOL,,346
130342HO,2013,F1H,HOL,080791,289
130348HO,2013,F1H,HO7123,050217AG,42352
130348ME,2013,F1H,HOL,,312
130358ME,2013,F1H,HOL,,355
130360HO,2013,F1H,HO7123,031181,500
130362HO,2013,F1H,HO7123,080747,509
130365HO,2013,F1H,HO9578,040272,409
130366ME,2013,F1H,,,42810
130371HO,2013,F1H,HO7123,071007,380
130372EC,2013,F1H,HO9578,080273,309
130372ME,2013,F1H,HOL,,318
130386ME,2013,F1H,HOL,,0
130387HO,2013,F1H,HO7123,040862,390
130388HO,2013,F1H,HO9578,030187AG,581
130389HO,2013,F1H,HO7123,090029,301
130393HO,2013,F1H,HO9578,081169,320
130394HO,2013,F1H,HO7123,010156AG,329
130398HO,2013,F1H,HO9578,081222,378
130400HO,2013,F1H,HO7123,080686,363
130401HO,2013,F1H,HO9578,040011,337
130402HO,2013,F1H,HO7123,040279AG,408
130403HO,2013,F1H,HO7123,040927,301
130405ME,2013,F1H,HOL,,325
130407HO,2013,F1H,HO9578,020384,381
130407ME,2013,F1H,HOL,,42599
130413HO,2013,F1H,HO9578,071073,308
130416ME,2013,F1H,HOL,,357
130431ME,2013,F1H,HOL,,408
130440ME,2013,F1H,HOL,,315
130447ME,2013,F1H,HOL,,42787
130451ME,2013,F1H,HOL,,318
130457HO,2013,F1H,HO7123,090187,42360
130458HO,2013,F1H,HO7123,080817,429
130459HO,2013,F1H,HO7123,020374AG,526
130459ME,2013,F1H,HOL,,42842
130460HO,2013,F1H,HO7123,040233AG,473
130461HO,2013,F1H,HO7123,030336AG,523
130464HO,2013,F1H,HO7123,050549,353
130465HO,2013,F1H,HO7123,070849,349
130466HO,2013,F1H,HO9578,080450,416
130467ME,2013,F1H,HOL,,325
130468ME,2013,F1H,HOL,,42787
130470ME,2013,F1H,HOL,,356
130471HO,2013,F1H,HO7123,070393,382
130472ME,2013,F1H,HOL,,355
130475ME,2013,F1H,HOL,,42525
130480HO,2013,F1H,HO9578,031190,0
130487HO,2013,F1H,HO7123,090639,329
130488HO,2013,F1H,HO7123,090600,310
130490HO,2013,F1H,HO7123,050237AG,331
130494ME,2013,F1H,HOL,,317
130498HO,2013,F1H,HO9578,080366,42328
130500HO,2013,F1H,HO7123,080876,313
130501HO,2013,F1H,HO9578,011083AG,402
130503HO,2013,F1H,HO7123,020229,0
130508ME,2013,F1H,HOL,,433
130510EC,2013,F1H,HO9578,010255,338
130510ME,2013,F1H,HOL,,329
130511HO,2013,F1H,HO7123,090903,257
130512HO,2013,F1H,HO9578,090578,309
130514HO,2013,F1H,HO7123,090143,309
130515HO,2013,F1H,HO7123,090902,42409
130516HO,2013,F1H,HO7123,090657,322
130519HO,2013,F1H,HO9578,010408AG,299
130520HO,2013,F1H,HO9578,000243,394
130522HO,2013,F1H,HO7123,080028AG,316
130525ME,2013,F1H,HOL,,0
130532HO,2013,F1H,HO9578,040184,330
130533HO,2013,F1H,HO7123,030818AG,326
130541HO,2013,F1H,HO9578,050003,382
130542HO,2013,F1H,HO7123,030583,329
130543HO,2013,F1H,HO9578,091061,352
130547HO,2013,F1H,HO7123,060806,357
130547ME,2013,F1H,HOL,,310
130550HO,2013,F1H,HO7123,020454,539
130550ME,2013,F1H,HOL,,327
130555EC,2013,F1H,HO7123,050578,329
130558ME,2013,F1H,HOL,,352
130560HO,2013,F1H,HO7123,080841,0
130561ME,2013,F1H,HOL,,294
130566HO,2013,F1H,HO9578,010200AG,303
130566ME,2013,F1H,HOL,,42808
130567HO,2013,F1H,HO7123,040469,592
130568HO,2013,F1H,HO7123,091140,556
130569HO,2013,F1H,HO9578,070464,284
130572HO,2013,F1H,HO7123,091006,0
130575HO,2013,F1H,HO7123,080645,444
130576HO,2013,F1H,HO9578,091080,413
130580HO,2013,F1H,HO7123,091357,42339
130588HO,2013,F1H,HO7123,070428,513
130596HO,2013,F1H,HO9578,030232AG,348
130599HO,2013,F1H,HOL,080503AG,324
130603HO,2013,F1H,HO7123,090961,344
130612HO,2013,F1H,HO7123,020551AG,0
130614HO,2013,F1H,HO9578,010859AG,42358
130616HO,2013,F1H,HO7123,080700,332
130620HO,2013,F1H,HO7123,080969AG,549
130622HO,2013,F1H,HO9578,010034AG,346
130631HO,2013,F1H,HO7123,060343,336
130633HO,2013,F1H,HO7123,070908,340
130634HO,2013,F1H,HO7123,000127,299
130637HO,2013,F1H,HO7123,080532,426
130638HO,2013,F1H,HO7123,040567AG,584
130645HO,2013,F1H,HO9578,040609,355
130647HO,2013,F1H,HO7123,040343,384
130648HO,2013,F1H,HO9578,091288,324
130650EC,2013,F1H,HO7123,990357,42422
130653HO,2013,F1H,HO9578,010817,327
130668HO,2013,F1H,HO7123,091033,347
130669HO,2013,F1H,HO9578,030534,320
130673HO,2013,F1H,HO9578,080626,339
130679HO,2013,F1H,HO7123,090662,540
130681HO,2013,F1H,HO7123,090661,296
130682HO,2013,F1H,HO7123,050251,42337
130690HO,2013,F1H,HO7123,060846,356
130695HO,2013,F1H,HO9578,091195,578
130702HO,2013,F1H,HO7123,080681,346
130703HO,2013,F1H,HO7123,070688,302
130705HO,2013,F1H,HO9578,040291,325
130707HO,2013,F1H,HO9578,080452,356
130713HO,2013,F1H,HO9578,090911,327
130721HO,2013,F1H,HOL,090570AG,339
130723HO,2013,F1H,HO9578,080973,310
130724HO,2013,F1H,HO9578,040784AG,394
130726HO,2013,F1H,HO9578,050876,324
130732HO,2013,F1H,HO7123,011209AG,309
130734HO,2013,F1H,HO7123,091083,309
130735EC,2013,F1H,HO7123,090983,360
130738HO,2013,F1H,HO9578,040052AG,338
130752HO,2013,F1H,HO9578,091112,42314
130755HO,2013,F1H,HO7123,020009AG,629
130756HO,2013,F1H,HO7123,050376AG,0
130758HO,2013,F1H,HO7123,020266AG,42390
130760HO,2013,F1H,HO9578,080341,413
130763HO,2013,F1H,HO7123,070934,342
130768HO,2013,F1H,HO7123,070361,304
130769HO,2013,F1H,HO7123,050266,364
130770HO,2013,F1H,HO7123,030116AG,315
130773HO,2013,F1H,HO7123,080311,42285
130774HO,2013,F1H,HO7123,030672,551
130775HO,2013,F1H,HO7123,010720,414
130780HO,2013,F1H,HO7123,091095,0
130781HO,2013,F1H,HO7123,090878,445
130782HO,2013,F1H,HO9578,080619,375
130784HO,2013,F1H,HO7123,050869,382
130785HO,2013,F1H,HO7123,030122AG,302
130786HO,2013,F1H,HO10079,090963,0
130787HO,2013,F1H,HO7123,080858,516
130790HO,2013,F1H,HO9578,040538,388
130791HO,2013,F1H,HO7123,090382,314
130792HO,2013,F1H,HO7123,040307,327
130793HO,2013,F1H,HO7123,090316,335
130801HO,2013,F1H,HO7123,080293,374
130804HO,2013,F1H,HO9578,030449,319
130809ME,2013,F1H,HOL,,322
130810HO,2013,F1H,HO9578,031215AG,357
130811ME,2013,F1H,HOL,,304
130812HO,2013,F1H,HO7123,020532,417
130814HO,2013,F1H,HO9578,091132,325
130815HO,2013,F1H,HO10079,020396,421
130818HO,2013,F1H,HO7123,030814AG,382
130821HO,2013,F1H,HO7123,030125,365
130821ME,2013,F1H,HOL,,535
130822ME,2013,F1H,HOL,,320
130824ME,2013,F1H,HOL,,568
130825ME,2013,F1H,HOL,,302
130828HO,2013,F1H,HO7123,091065,316
130830ME,2013,F1H,HOL,,493
130832HO,2013,F1H,HO7123,090916,423
130858HO,2013,F1H,HO9930,090555,368
130860HO,2013,F1H,HO9930,070761,389
130861HO,2013,F1H,HO9578,090413,0
130863HO,2013,F1H,HO7123,070549,473
130868HO,2013,F1H,HO7123,080045,521
130874HO,2013,F1H,HO7123,091226,340
130879HO,2013,F1H,HO7123,070429,403
130883ME,2013,F1H,HOL,,338
130896HO,2013,F1H,HO9930,040672,359
130899HO,2013,F1H,HO7123,030281AG,42428
130913ME,2013,F1H,HOL,,42488
130914HO,2013,F1H,HO9930,071082,375
130916ME,2013,F1H,HOL,,564
130917HO,2013,F1H,HO9930,010936,42336
130918HO,2013,F1H,HO10079,030739AG,0
130923ME,2013,F1H,HOL,,42593
130925ME,2013,F1H,HOL,,42779
130936ME,2013,F1H,HOL,,42500
130941HO,2013,F1H,HO7123,071176,342
130968HO,2013,F1H,HO9930,010597,345
130996ME,2013,F1H,HOL,,426
130997HO,2013,F1H,HO10079,070492,326
131003HO,2013,F1H,HO9930,050390AG,275
131030HO,2013,F1H,HO9930,090505,313
131034HO,2013,F1H,HOL,020207,425
131038HO,2013,F1H,HO10079,080550,308
131039HO,2013,F1H,HO9930,040392AG,384
132065MA,2014,F1H,HOL,,376
132227MA,2014,F1H,HOL,,334
132808MA,2014,F1H,HOL,,469
133105ME,2013,F1H,HOL,,43105
133149ME,2013,F1H,,,42799
133218ME,2013,F1H,HOL,,320
133305ME,2013,F1H,HOL,,43079
137006MA,2014,F1H,HOL,,329
137038MA,2014,F1H,HOL,,0
137128MA,2014,F1H,HOL,,337
138077MA,2014,F1H,HOL,,42460
14,2013,1/4HOL,BR,110057HO,0
140001HO,2014,F1H,HOL,080445,459
140003MA,2014,F1H,HOL,,0
140004HO,2014,F1H,HO10392,060464AG,340
140005HO,2014,F1H,HO10346,071089AG,406
140006HO,2014,F1H,HO0661,110535,477
140007HO,2014,F1H,HO10346,020411,305
140008HO,2014,F1H,HO0346,080309,312
140009HO,2014,F1H,HO10346,030822AG,533
140010HO,2014,F1H,HO10392,030221,509
140012HO,2014,F1H,HO10346,060574AG,327
140013HO,2014,F1H,HO0346,090805,42736
140013MA,2014,F1H,HOL,,325
140014HO,2014,F1H,HO10661,070867AG,504
140015HO,2014,F1H,HO0392,080534,336
140016HO,2014,F1H,HO10392,081045AG,42680
140016MA,2014,F1H,HOL,,42518
140018HO,2014,F1H,HO0392,081027,343
140019HO,2014,F1H,HO0392,071033,339
140020HO,2014,F1H,HO10346,000178,360
140021HO,2014,F1H,HO10346,080218AG,42670
140022HO,2014,F1H,HO10346,061128AG,240
140023HO,2014,F1H,HO0392,040068,323
140023MA,2014,F1H,HOL,,402
140024HO,2014,F1H,HO0392,090899,307
140025HO,2014,F1H,HO0346,090500,355
140026HO,2014,F1H,HO0392,080377,544
140027EC,2014,F1H,HO0392,091259,407
140027MA,2014,F1H,HOL,,486
140028HO,2014,F1H,HO0392,080622,42675
140029HO,2014,F1H,HO0661,110470,328
140030HO,2014,F1H,HO0661,110935,317
140031HO,2014,F1H,HO0346,091265,389
140032HO,2014,F1H,HO0661,110672,403
140032MA,2014,F1H,HOL,,328
140033HO,2014,F1H,HO0661,110767,323
140034HO,2014,F1H,HO0392,091325,42676
140035HO,2014,F1H,HO0346,091371,42679
140036HO,2014,F1H,HO0392,080533,312
140037HO,2014,F1H,HO10661,060356AG,314
140038HO,2014,F1H,HO0392,090856,326
140038MA,2014,F1H,HOL,,472
140039HO,2014,F1H,HO10346,080283AG,401
140040MA,2014,F1H,HOL,,42516
